time,theta1,theta2,omega1,omega2,current,voltage
6.48196,1.22105,0.257709,0,13.7628,0.000201465,0
6.49821,1.22105,0.472466,0,12.996,-0.000302198,0
6.51417,1.22105,0.671884,0,11.9977,-0.000906593,0
6.52998,1.22105,0.852893,0,10.6521,-0.000302198,0
6.54619,1.22105,1.01243,0,9.08913,-0.000503663,0
6.56222,1.22105,1.14742,0,7.33055,-0.000805861,0
6.5779,1.22105,1.24559,0,5.61255,-0.000302198,0
6.59348,1.22105,1.31616,0,4.01276,0.000100733,0
6.60965,1.22105,1.35911,0,2.352,-0.00040293,0
6.62548,1.22105,1.37138,0,1.12181,-0.000503663,0
